Position, Name, Team, Game, Avg FPPG, Salary
"WR","Paul Turner","Patriots","GB @ NE","0.0","$6,000.00"
"WR","Cordarrelle Patterson","Patriots","GB @ NE","6.14","$6,400.00"
"WR","Josh Gordon","Patriots","GB @ NE","10.62","$10,900.00"
"WR","Chris Hogan","Patriots","GB @ NE","8.77","$10,500.00"
"WR","Julian Edelman","Patriots","GB @ NE","14.46","$11,900.00"
"TE","Ryan Izzo","Patriots","GB @ NE","0.0","$5,000.00"
"TE","Shane Wimann","Patriots","GB @ NE","0.0","$5,000.00"
"TE","Jacob Hollister","Patriots","GB @ NE","2.16","$5,000.00"
"TE","Stephen Anderson","Patriots","GB @ NE","0.0","$5,000.00"
"TE","Will Tye","Patriots","GB @ NE","0.0","$5,000.00"
"TE","Martellus Bennett","Patriots","GB @ NE","0.0","$5,000.00"
"TE","Dwayne Allen","Patriots","GB @ NE","0.08","$5,000.00"
"TE","Rob Gronkowski","Patriots","GB @ NE","12.41","$12,900.00"
"RB","Ralph Webb","Patriots","GB @ NE","0.0","$6,000.00"
"RB","Henry Poggi","Patriots","GB @ NE","0.0","$6,000.00"
"RB","Jeremy Hill","Patriots","GB @ NE","4.1","$6,000.00"
"RB","Rex Burkhead","Patriots","GB @ NE","4.9","$6,000.00"
"RB","James Develin","Patriots","GB @ NE","1.21","$6,000.00"
"RB","Kenjon Barner","Patriots","GB @ NE","2.1","$8,500.00"
"RB","Sony Michel","Patriots","GB @ NE","13.05","$10,800.00"
"QB","Danny Etling","Patriots","GB @ NE","0.0","$10,000.00"
"QB","Brian Hoyer","Patriots","GB @ NE","-0.3","$10,000.00"
"QB","Tom Brady","Patriots","GB @ NE","21.44","$13,900.00"
"RB","Khalfani Muhammad","Patriots","GB @ NE","0.0","$6,000.00"
"WR","Phillip Dorsett","Patriots","GB @ NE","7.4","$6,700.00"
"WR","Matthew Slater","Patriots","GB @ NE","0.0","$6,000.00"
"RB","James White","Patriots","GB @ NE","20.55","$12,900.00"
"TE","Troy Niklas","Patriots","GB @ NE","0.0","$5,000.00"
"RB","Kenneth Farrow","Patriots","GB @ NE","0.0","$6,000.00"
"DST","New England Patriots","Patriots","GB @ NE","7.14","$4,300.00"
"WR","Riley McCarron","Patriots","GB @ NE","-1.0","$6,000.00"
"WR","Michael Clark","Packers","GB @ NE","0.0","$6,000.00"
"WR","Equanimeous St. Brown","Packers","GB @ NE","4.97","$6,100.00"
"WR","Adonis Jennings","Packers","GB @ NE","0.0","$6,000.00"
"WR","Geronimo Allison","Packers","GB @ NE","12.46","$10,300.00"
"WR","DeAngelo Yancey","Packers","GB @ NE","0.0","$6,000.00"
"WR","J'Mon Moore","Packers","GB @ NE","0.66","$6,600.00"
"WR","Marquez Valdes-Scantling","Packers","GB @ NE","7.81","$8,400.00"
"WR","Keon Hatcher","Packers","GB @ NE","0.0","$6,000.00"
"WR","Trevor Davis","Packers","GB @ NE","0.0","$6,000.00"
"WR","Davante Adams","Packers","GB @ NE","23.71","$15,500.00"
"WR","Jake Kumerow","Packers","GB @ NE","0.0","$6,000.00"
"WR","Randall Cobb","Packers","GB @ NE","13.1","$9,800.00"
"TE","Emanuel Byrd","Packers","GB @ NE","0.0","$5,000.00"
"TE","Ryan Smith","Packers","GB @ NE","0.0","$5,000.00"
"TE","Robert Tonyan","Packers","GB @ NE","0.0","$5,000.00"
"TE","Lance Kendricks","Packers","GB @ NE","2.81","$5,000.00"
"TE","Jimmy Graham","Packers","GB @ NE","10.57","$7,500.00"
"TE","Marcedes Lewis","Packers","GB @ NE","0.0","$5,000.00"
"RB","Akeem Judd","Packers","GB @ NE","0.0","$6,000.00"
"RB","Kyle Lewis","Packers","GB @ NE","0.0","$6,000.00"
"RB","Aaron Jones","Packers","GB @ NE","9.9","$9,400.00"
"RB","LeShun Daniels Jr.","Packers","GB @ NE","0.0","$6,000.00"
"RB","Jamaal Williams","Packers","GB @ NE","6.42","$7,600.00"
"RB","Danny Vitale","Packers","GB @ NE","0.0","$6,000.00"
"RB","Tra Carson","Packers","GB @ NE","0.0","$6,000.00"
"RB","Joe Kerridge","Packers","GB @ NE","0.0","$6,000.00"
"RB","Bronson Hill","Packers","GB @ NE","0.0","$6,000.00"
"RB","Ty Montgomery","Packers","GB @ NE","6.78","$7,500.00"
"QB","DeShone Kizer","Packers","GB @ NE","0.2","$10,000.00"
"QB","Tim Boyle","Packers","GB @ NE","0.0","$10,000.00"
"TE","Kevin Rader","Packers","GB @ NE","0.0","$5,000.00"
"QB","Aaron Rodgers","Packers","GB @ NE","22.7","$13,500.00"
"DST","Green Bay Packers","Packers","GB @ NE","8.5","$4,100.00"
"RB","Aaron Ripkowski","Packers","GB @ NE","0.0","$6,000.00"
