Position, Name, Team, Game, Avg FPPG, Salary
"QB","Tim Boyle","Packers","MIA @ GB","0.0","$10,000.00"
"QB","Aaron Rodgers","Packers","MIA @ GB","22.26","$12,100.00"
"WR","Marquez Valdes-Scantling","Packers","MIA @ GB","8.85","$10,600.00"
"TE","Robert Tonyan","Packers","MIA @ GB","0.0","$5,000.00"
"WR","Equanimeous St. Brown","Packers","MIA @ GB","4.26","$6,900.00"
"TE","Lance Kendricks","Packers","MIA @ GB","2.46","$5,000.00"
"TE","Jimmy Graham","Packers","MIA @ GB","11.18","$8,600.00"
"DST","Green Bay Packers","Packers","MIA @ GB","7.12","$5,700.00"
"WR","Leonte Carroo","Dolphins","MIA @ GB","0.0","$6,000.00"
"WR","Jakeem Grant","Dolphins","MIA @ GB","8.03","$7,000.00"
"WR","Albert Wilson","Dolphins","MIA @ GB","14.25","$6,000.00"
"WR","Kenny Stills","Dolphins","MIA @ GB","9.5","$8,000.00"
"WR","Danny Amendola","Dolphins","MIA @ GB","9.94","$8,800.00"
"TE","Mike Gesicki","Dolphins","MIA @ GB","3.4","$5,000.00"
"TE","Durham Smythe","Dolphins","MIA @ GB","0.0","$5,000.00"
"TE","Nick O'Leary","Dolphins","MIA @ GB","3.84","$5,000.00"
"TE","A.J. Derby","Dolphins","MIA @ GB","3.83","$5,000.00"
"RB","Kalen Ballage","Dolphins","MIA @ GB","0.9","$6,000.00"
"RB","Kenyan Drake","Dolphins","MIA @ GB","13.02","$10,500.00"
"RB","Senorise Perry","Dolphins","MIA @ GB","0.0","$6,000.00"
"RB","Brandon Bolden","Dolphins","MIA @ GB","0.0","$6,000.00"
"QB","Brock Osweiler","Dolphins","MIA @ GB","13.89","$10,000.00"
"QB","Ryan Tannehill","Dolphins","MIA @ GB","14.39","$10,000.00"
"RB","Frank Gore","Dolphins","MIA @ GB","7.4","$7,000.00"
"QB","David Fales","Dolphins","MIA @ GB","0.0","$10,000.00"
"WR","DeVante Parker","Dolphins","MIA @ GB","7.55","$9,000.00"
"DST","Miami Dolphins","Dolphins","MIA @ GB","8.33","$3,700.00"
"WR","Tim Wilson","Eagles","DAL @ PHI","0.0","$6,000.00"
"WR","Anthony Mahoungou","Eagles","DAL @ PHI","0.0","$6,000.00"
"WR","Greg Ward Jr.","Eagles","DAL @ PHI","0.0","$6,000.00"
"WR","Shelton Gibson","Eagles","DAL @ PHI","0.72","$6,000.00"
"WR","Mack Hollins","Eagles","DAL @ PHI","0.0","$6,000.00"
"WR","Nelson Agholor","Eagles","DAL @ PHI","11.0","$11,500.00"
"WR","DeAndre Carter","Eagles","DAL @ PHI","0.58","$6,000.00"
"WR","Marquess Wilson","Eagles","DAL @ PHI","0.0","$6,000.00"
"WR","Jordan Matthews","Eagles","DAL @ PHI","6.0","$8,000.00"
"WR","Alshon Jeffery","Eagles","DAL @ PHI","18.02","$12,900.00"
"WR","Markus Wheaton","Eagles","DAL @ PHI","0.0","$6,000.00"
"WR","Golden Tate","Eagles","DAL @ PHI","17.7","$12,800.00"
"WR","Kamar Aiken","Eagles","DAL @ PHI","2.26","$6,000.00"
"WR","Mike Wallace","Eagles","DAL @ PHI","0.0","$6,000.00"
"TE","Adam Zaruba","Eagles","DAL @ PHI","0.0","$5,000.00"
"TE","Gannon Sinclair","Eagles","DAL @ PHI","0.0","$5,000.00"
"TE","Richard Rodgers","Eagles","DAL @ PHI","0.0","$5,000.00"
"TE","Anthony Denham","Eagles","DAL @ PHI","0.0","$5,000.00"
"TE","Brent Celek","Eagles","DAL @ PHI","0.0","$5,000.00"
"RB","Josh Adams","Eagles","DAL @ PHI","2.05","$6,400.00"
"RB","Donnel Pumphrey","Eagles","DAL @ PHI","0.0","$6,000.00"
"RB","Corey Clement","Eagles","DAL @ PHI","9.03","$8,200.00"
"RB","Wendell Smallwood","Eagles","DAL @ PHI","9.25","$8,500.00"
"RB","Jay Ajayi","Eagles","DAL @ PHI","11.1","$6,000.00"
"RB","Darren Sproles","Eagles","DAL @ PHI","7.2","$6,700.00"
"QB","Joe Callahan","Eagles","DAL @ PHI","0.0","$10,000.00"
"QB","Carson Wentz","Eagles","DAL @ PHI","22.63","$12,800.00"
"QB","Nick Foles","Eagles","DAL @ PHI","12.87","$10,000.00"
"TE","Zach Ertz","Eagles","DAL @ PHI","19.05","$12,900.00"
"TE","Billy Brown","Eagles","DAL @ PHI","0.0","$5,000.00"
"RB","Matt Jones","Eagles","DAL @ PHI","0.0","$6,000.00"
"WR","Bryce Treggs","Eagles","DAL @ PHI","0.0","$6,000.00"
"TE","Joshua Perkins","Eagles","DAL @ PHI","1.46","$5,000.00"
"TE","Dallas Goedert","Eagles","DAL @ PHI","6.85","$5,500.00"
"QB","Nate Sudfeld","Eagles","DAL @ PHI","0.0","$10,000.00"
"WR","Darius Prince","Eagles","DAL @ PHI","0.0","$6,000.00"
"WR","Dorren Miller","Eagles","DAL @ PHI","0.0","$6,000.00"
"WR","Braxton Miller","Eagles","DAL @ PHI","0.0","$6,000.00"
"WR","Rashard Davis","Eagles","DAL @ PHI","0.0","$6,000.00"
"DST","Philadelphia Eagles","Eagles","DAL @ PHI","5.87","$5,700.00"
"WR","Malik Earl","Cowboys","DAL @ PHI","0.0","$6,000.00"
"WR","K.D. Cannon","Cowboys","DAL @ PHI","0.0","$6,000.00"
"WR","Noah Brown","Cowboys","DAL @ PHI","0.0","$6,000.00"
"WR","Lance Lenoir","Cowboys","DAL @ PHI","0.0","$6,000.00"
"WR","Brice Butler","Cowboys","DAL @ PHI","0.0","$6,000.00"
"WR","Michael Gallup","Cowboys","DAL @ PHI","5.0","$6,000.00"
"WR","Terrance Williams","Cowboys","DAL @ PHI","1.26","$6,000.00"
"WR","Deonte Thompson","Cowboys","DAL @ PHI","3.18","$6,300.00"
"WR","Tavon Austin","Cowboys","DAL @ PHI","6.25","$6,900.00"
"WR","Amari Cooper","Cowboys","DAL @ PHI","10.48","$10,700.00"
"TE","Dalton Schultz","Cowboys","DAL @ PHI","1.1","$5,000.00"
"TE","Blake Jarwin","Cowboys","DAL @ PHI","0.67","$5,000.00"
"TE","Rico Gathers","Cowboys","DAL @ PHI","1.1","$5,000.00"
"RB","Darius Jackson","Cowboys","DAL @ PHI","0.0","$6,000.00"
"RB","Trey Williams","Cowboys","DAL @ PHI","0.0","$6,000.00"
"RB","Jamize Olawale","Cowboys","DAL @ PHI","0.18","$6,000.00"
"QB","Dak Prescott","Cowboys","DAL @ PHI","17.04","$10,300.00"
"WR","Mekale McKay","Cowboys","DAL @ PHI","0.0","$6,000.00"
"TE","Geoff Swaim","Cowboys","DAL @ PHI","6.5","$5,900.00"
"WR","Cedrick Wilson","Cowboys","DAL @ PHI","0.0","$6,000.00"
"WR","Reggie Davis","Cowboys","DAL @ PHI","0.0","$6,000.00"
"RB","Rod Smith","Cowboys","DAL @ PHI","0.72","$6,000.00"
"QB","Cooper Rush","Cowboys","DAL @ PHI","0.0","$10,000.00"
"WR","Allen Hurns","Cowboys","DAL @ PHI","4.97","$6,600.00"
"RB","Ezekiel Elliott","Cowboys","DAL @ PHI","19.48","$16,400.00"
"WR","Cole Beasley","Cowboys","DAL @ PHI","11.85","$10,500.00"
"QB","Mike White","Cowboys","DAL @ PHI","0.0","$10,000.00"
"QB","Dalton Sturm","Cowboys","DAL @ PHI","0.0","$10,000.00"
"WR","Marchie Murdock","Cowboys","DAL @ PHI","0.0","$6,000.00"
"WR","Ricky Jeune","Cowboys","DAL @ PHI","0.0","$6,000.00"
"QB","Zac Dysert","Cowboys","DAL @ PHI","0.0","$10,000.00"
"RB","Jordan Chunn","Cowboys","DAL @ PHI","0.0","$6,000.00"
"WR","Darren Carrington II","Cowboys","DAL @ PHI","0.0","$6,000.00"
"WR","Dres Anderson","Cowboys","DAL @ PHI","0.0","$6,000.00"
"DST","Dallas Cowboys","Cowboys","DAL @ PHI","6.0","$4,600.00"
"TE","James Hanna","Cowboys","DAL @ PHI","0.0","$5,000.00"
"RB","Lewis Neal","Cowboys","DAL @ PHI","0.0","$6,000.00"
